,Power (hp),Engine cylinder,Bore (mm),Stroke (mm),Cooling system,Transmission type
28224,10.7,Single cylinder,56.5,49.5,Air,Chain
28225,6.7,Single cylinder,52.4,57.0,Air,Chain
28226,9.1,Single cylinder,56.5,49.5,Air,Chain
28235,10.1,Single cylinder,56.5,49.5,Air,Chain
28237,11.0,Diesel,88.0,76.0,Air,Chain
28238,11.0,Diesel,88.0,76.0,Air,Chain
28239,11.0,Diesel,88.0,76.0,Air,Chain
28240,11.0,Diesel,88.0,76.0,Air,Chain
28241,11.0,Diesel,88.0,76.0,Air,Chain
28242,11.0,Diesel,88.0,76.0,Air,Chain
28243,11.0,Diesel,88.0,76.0,Air,Chain
28244,11.0,Diesel,88.0,76.0,Air,Chain
28245,12.0,Diesel,93.0,76.0,Air,Chain
28246,12.0,Diesel,93.0,76.0,Air,Chain
28247,12.0,Diesel,93.0,76.0,Air,Chain
28248,12.0,Diesel,93.0,76.0,Air,Chain
28249,12.0,Diesel,93.0,76.0,Air,Chain
28250,8.5,Single cylinder,50.0,50.0,Air,Chain
28252,3.4,Single cylinder,39.0,41.5,Air,Belt
28255,2.5,Single cylinder,39.0,41.5,Air,Belt
28259,2.5,Single cylinder,39.0,41.5,Air,Belt
28260,10.7,Single cylinder,56.5,49.5,Air,Chain
28261,12.5,Single cylinder,62.0,49.5,Air,Chain
28262,6.7,Single cylinder,50.0,49.5,Air,Chain
28263,2.5,Single cylinder,39.0,41.5,Air,Belt
28264,3.4,Single cylinder,39.0,41.5,Air,Belt
28265,3.4,Single cylinder,39.0,41.5,Air,Belt
28267,2.5,Single cylinder,39.0,41.5,Air,Belt
28268,2.5,Single cylinder,39.0,41.5,Air,Chain
28269,11.0,Single cylinder,62.0,49.5,Air,Chain
28270,2.5,Single cylinder,39.0,41.5,Air,Belt
28271,2.5,Single cylinder,39.0,41.5,Air,Chain
28338,10.2,Single cylinder,56.5,49.5,Air,Chain
28339,10.2,Single cylinder,56.0,49.5,Air,Chain
28341,16.8,Single cylinder,65.5,66.2,Air,Chain
28342,11.0,Single cylinder,52.4,55.5,Air,Chain
28343,12.3,Single cylinder,62.0,49.5,Air,Chain
28344,10.2,Single cylinder,56.5,49.5,Air,Chain
28346,11.0,Single cylinder,52.4,55.5,Air,Chain
28347,12.3,Single cylinder,62.0,49.5,Air,Chain
28349,11.0,Single cylinder,52.4,55.5,Air,Chain
28350,12.3,Single cylinder,62.0,49.5,Air,Chain
28351,10.2,Single cylinder,56.5,49.5,Air,Chain
28352,11.0,Single cylinder,52.4,55.5,Air,Chain
28353,11.0,Single cylinder,52.4,55.5,Air,Chain
28354,10.2,Single cylinder,56.5,49.5,Air,Chain
28357,10.2,Single cylinder,56.5,49.5,Air,Chain
28358,10.2,Single cylinder,56.0,49.5,Air,Chain
28359,12.3,Single cylinder,62.0,49.5,Air,Chain
28360,10.2,Single cylinder,56.5,49.5,Air,Chain
28371,24.0,Twin,70.0,63.5,Oil & air,Shaft drive
28372,24.0,Twin,70.0,63.5,Oil & air,Shaft drive
28373,24.0,Twin,70.0,63.5,Oil & air,Shaft drive
28374,24.0,Twin,70.0,63.5,Oil & air,Shaft drive
28375,24.0,Twin,70.0,63.5,Oil & air,Shaft drive
28376,24.0,Twin,70.0,63.5,Oil & air,Shaft drive
28377,24.0,Twin,70.0,63.5,Oil & air,Shaft drive
28378,24.0,Twin,70.0,63.5,Oil & air,Shaft drive
28379,24.0,Twin,70.0,63.5,Oil & air,Shaft drive
28380,24.0,Twin,70.0,63.5,Oil & air,Shaft drive
28381,24.0,Twin,70.0,63.5,Oil & air,Shaft drive
28382,24.0,Twin,70.0,63.5,Oil & air,Shaft drive
28383,24.0,Twin,70.0,63.5,Oil & air,Shaft drive
28384,24.0,Twin,70.0,63.5,Oil & air,Shaft drive
28385,24.0,Twin,70.0,63.5,Oil & air,Shaft drive
28386,24.0,Twin,70.0,63.5,Oil & air,Shaft drive
28387,24.0,Twin,70.0,63.5,Oil & air,Shaft drive
28388,24.0,Twin,70.0,63.5,Oil & air,Shaft drive
28389,24.0,Twin,70.0,63.5,Oil & air,Shaft drive
28396,6.7,Single cylinder,52.4,49.5,Air,Belt
28402,4.0,Single cylinder,39.0,39.0,Liquid,Chain
28403,4.0,Single cylinder,39.0,39.0,Liquid,Chain
28419,9.3,Single cylinder,52.5,57.4,Air,Belt
28420,9.3,Single cylinder,52.5,57.4,Air,Belt
28421,9.3,Single cylinder,52.5,57.4,Air,Belt
28422,8.7,Single cylinder,52.5,57.4,Air,Belt
28423,9.3,Single cylinder,52.5,57.4,Air,Belt
28426,9.3,Single cylinder,51.5,55.2,Air,Belt
28427,9.3,Single cylinder,51.5,55.2,Air,Belt
28428,9.3,Single cylinder,51.5,55.2,Air,Belt
28429,8.7,Single cylinder,51.5,55.2,Air,Belt
28440,9.9,Single cylinder,53.5,55.2,Air,Belt
28442,9.9,Single cylinder,53.5,55.2,Air,Belt
28443,9.8,Single cylinder,53.5,55.2,Air,Chain
28444,9.8,Single cylinder,53.5,55.2,Air,Chain
28445,9.9,Single cylinder,53.5,55.2,Air,Belt
28446,9.9,Single cylinder,53.5,55.2,Air,Belt
28447,9.9,Single cylinder,53.5,55.2,Air,Belt
28448,4.4,Single cylinder,39.0,41.8,Air,Belt
28449,4.4,Single cylinder,39.0,41.8,Air,Belt
28460,11.0,Single cylinder,57.0,58.6,Air,Chain
28461,11.0,Single cylinder,51.0,55.2,Air,Chain
28465,181.0,In-line four,81.0,65.0,Oil & air,Chain
28466,181.0,In-line four,81.0,65.0,Oil & air,Chain
28469,181.0,In-line four,81.0,65.0,Oil & air,Chain
28471,97.0,In-line four,79.0,59.0,Air,Chain
28482,98.0,In-line four,79.0,64.0,Liquid,Chain
28483,96.6,In-line four,79.0,64.0,Oil & air,Chain
28485,98.0,In-line four,79.0,64.0,Liquid,Chain
28486,98.0,In-line four,79.0,64.0,Liquid,Chain
28488,96.6,In-line four,79.0,64.0,Oil & air,Chain
28489,96.6,In-line four,79.0,64.0,Oil & air,Chain
28491,96.6,In-line four,79.0,64.0,Oil & air,Chain
28493,98.0,In-line four,79.0,64.0,Liquid,Chain
28494,98.0,In-line four,79.0,64.0,Liquid,Chain
28495,98.0,In-line four,79.0,64.0,Liquid,Chain
28496,98.0,In-line four,79.0,64.0,Liquid,Chain
28499,50.0,In-line four,56.0,40.4,Liquid,Chain
28500,50.0,In-line four,56.0,40.4,Liquid,Chain
28502,77.5,In-line four,62.6,48.7,Air,Chain
28503,77.5,In-line four,62.6,48.7,Air,Chain
28504,78.0,In-line four,65.5,48.7,Air,Chain
28507,85.0,In-line four,65.5,48.7,Liquid,Chain
28510,85.0,In-line four,65.5,48.7,Liquid,Chain
28511,85.0,In-line four,65.5,48.7,Liquid,Chain
28512,85.0,In-line four,65.5,48.7,Liquid,Chain
28513,85.0,In-line four,65.5,48.7,Liquid,Chain
28514,85.0,In-line four,65.5,48.7,Liquid,Chain
28520,9.4,Single cylinder,53.5,55.2,Air,Chain
28521,3.4,Single cylinder,39.0,41.8,Air,Belt
28522,3.4,Single cylinder,39.0,41.8,Air,Belt
28526,32.2,V2,65.0,60.2,Liquid,Chain
28527,32.2,V2,65.0,60.2,Liquid,Chain
28528,32.2,V2,65.0,60.2,Liquid,Chain
28529,32.2,V2,65.0,60.2,Liquid,Chain
28530,32.2,V2,65.0,60.2,Liquid,Chain
28547,52.0,V2,83.0,74.4,Liquid,Shaft drive
28550,53.0,V2,83.0,74.4,Liquid,Shaft drive
28551,53.0,V2,83.0,74.4,Liquid,Shaft drive
28552,53.0,V2,83.0,74.4,Liquid,Shaft drive
28553,53.0,V2,83.0,74.4,Liquid,Shaft drive
28554,53.0,V2,83.0,74.4,Liquid,Shaft drive
28555,53.0,V2,83.0,74.4,Liquid,Shaft drive
28556,53.0,V2,83.0,74.4,Liquid,Shaft drive
28557,53.0,V2,83.0,74.4,Liquid,Shaft drive
28559,79.0,V2,83.0,74.4,Liquid,Shaft drive
28560,79.0,V2,83.0,74.4,Liquid,Shaft drive
28575,53.0,V2,83.0,74.4,Liquid,Shaft drive
28576,53.0,V2,83.0,74.4,Liquid,Shaft drive
28586,53.0,V2,83.0,74.4,Liquid,Shaft drive
28587,53.0,V2,83.0,74.4,Liquid,Shaft drive
28588,53.0,V2,83.0,74.4,Liquid,Shaft drive
28589,53.0,V2,83.0,74.4,Liquid,Shaft drive
28590,53.0,V2,83.0,74.4,Liquid,Shaft drive
28591,53.0,V2,83.0,74.4,Liquid,Shaft drive
28592,53.0,V2,83.0,74.4,Liquid,Shaft drive
28593,53.0,V2,83.0,74.4,Liquid,Shaft drive
28622,58.0,V2,96.0,101.0,Liquid,Shaft drive
28623,58.0,V2,96.0,101.0,Liquid,Shaft drive
28624,58.0,V2,96.0,101.0,Liquid,Shaft drive
28625,58.0,V2,96.0,101.0,Liquid,Shaft drive
28626,58.0,V2,96.0,101.0,Liquid,Shaft drive
28627,58.0,V2,96.0,101.0,Liquid,Shaft drive
28638,125.0,V2,112.0,90.5,Liquid,Shaft drive
28639,125.0,V2,112.0,90.5,Liquid,Shaft drive
28640,125.0,V2,112.0,90.5,Liquid,Shaft drive
28641,125.0,V2,112.0,90.5,Liquid,Shaft drive
28643,125.0,V2,112.0,90.5,Liquid,Shaft drive
28644,125.0,V2,112.0,90.5,Liquid,Shaft drive
28645,125.0,V2,112.0,90.5,Liquid,Shaft drive
28646,125.0,V2,112.0,90.5,Liquid,Shaft drive
28647,125.0,V2,112.0,90.5,Liquid,Shaft drive
28648,125.0,V2,112.0,90.5,Liquid,Shaft drive
28649,125.0,V2,112.0,90.5,Liquid,Shaft drive
28650,125.0,V2,112.0,90.5,Liquid,Shaft drive
28659,125.0,V2,112.0,90.5,Liquid,Shaft drive
28667,50.0,V2,83.0,74.4,Liquid,Shaft drive
28675,53.0,V2,83.0,74.4,Liquid,Shaft drive
28676,53.0,V2,83.0,74.4,Liquid,Shaft drive
28677,53.0,V2,83.0,74.4,Liquid,Shaft drive
28678,53.0,V2,83.0,74.4,Liquid,Shaft drive
28679,53.0,V2,83.0,74.4,Liquid,Shaft drive
28680,53.0,V2,83.0,74.4,Liquid,Shaft drive
28692,79.0,V2,96.0,101.0,Liquid,Shaft drive
28693,79.0,V2,96.0,101.0,Liquid,Shaft drive
28694,79.0,V2,96.0,101.0,Liquid,Shaft drive
28695,79.0,V2,96.0,101.0,Liquid,Shaft drive
28696,79.0,V2,96.0,101.0,Liquid,Shaft drive
28697,79.0,V2,96.0,101.0,Liquid,Shaft drive
28736,12.2,Single cylinder,57.0,48.8,Liquid,Belt
28737,12.2,Single cylinder,57.0,48.8,Liquid,Belt
28738,12.2,Single cylinder,57.0,48.8,Liquid,Belt
28739,12.4,Single cylinder,57.0,48.8,Liquid,Belt
28740,11.0,Single cylinder,57.0,48.8,Liquid,Belt
28741,11.0,Single cylinder,57.0,48.8,Liquid,Belt
28743,8.7,Single cylinder,52.5,57.4,Liquid,Belt
28744,8.7,Single cylinder,52.5,57.4,Liquid,Belt
28770,33.0,Single cylinder,81.0,77.6,Liquid,Belt
28773,29.0,Single cylinder,81.0,77.6,Liquid,Belt
28786,33.0,Single cylinder,81.0,77.6,Liquid,Belt
28787,33.0,Single cylinder,81.0,77.6,Liquid,Belt
28791,53.6,Twin,75.5,71.3,Liquid,Belt
28796,56.0,Twin,75.5,71.3,Liquid,Belt
28799,56.0,Twin,75.5,71.3,Liquid,Belt
28800,56.0,Twin,75.5,71.3,Liquid,Belt
28801,56.0,Twin,75.5,71.3,Liquid,Belt
28802,56.0,Twin,75.5,71.3,Liquid,Belt
28804,54.0,Twin,75.5,71.3,Liquid,Belt
28805,56.0,Twin,75.5,71.3,Liquid,Belt
28813,56.0,Twin,75.5,71.3,Liquid,Belt
28814,56.0,Twin,75.5,71.3,Liquid,Belt
28815,56.0,Twin,75.5,71.3,Liquid,Belt
28816,56.0,Twin,75.5,71.3,Liquid,Belt
28817,56.0,Twin,75.5,71.3,Liquid,Belt
28821,8.7,Single cylinder,52.5,57.4,Air,Belt
28826,29.5,Single cylinder,73.0,59.6,Oil & air,Chain
28828,98.0,V2,98.0,66.0,Liquid,Chain
28831,12.0,Single cylinder,57.0,48.8,Air,Chain
28832,12.0,Single cylinder,57.0,48.8,Air,Chain
28833,10.0,Single cylinder,57.0,48.8,Air,Chain
28834,10.0,Single cylinder,57.0,48.8,Air,Chain
28849,17.0,Single cylinder,72.0,61.2,Air,Chain
28850,17.0,Single cylinder,72.0,61.2,Air,Chain
28851,17.0,Single cylinder,72.0,61.2,Air,Chain
28852,17.0,Single cylinder,72.0,61.2,Air,Chain
28853,17.0,Single cylinder,72.0,61.2,Air,Chain
28854,17.0,Single cylinder,72.0,61.2,Air,Chain
28855,17.0,Single cylinder,72.0,61.2,Air,Chain
28856,27.0,Single cylinder,79.0,71.2,Air,Chain
28857,27.0,Single cylinder,79.0,71.2,Air,Chain
28858,27.0,Single cylinder,79.0,71.2,Air,Chain
28859,30.0,Single cylinder,79.0,71.2,Air,Chain
28860,30.1,Single cylinder,79.0,71.2,Air,Chain
28865,27.0,Single cylinder,79.0,71.2,Air,Chain
28866,27.0,Single cylinder,88.0,65.2,Air,Chain
28867,27.0,Single cylinder,88.0,65.2,Air,Chain
28868,27.0,Single cylinder,88.0,82.0,Air,Chain
28869,27.0,Single cylinder,88.0,82.0,Air,Chain
28870,27.0,Single cylinder,88.0,82.0,Air,Chain
28871,44.0,Single cylinder,94.0,85.0,Air,Chain
28872,44.0,Single cylinder,94.0,85.0,Air,Chain
28873,44.0,Single cylinder,94.0,85.0,Air,Chain
28874,45.0,Single cylinder,94.0,85.0,Air,Chain
28875,27.0,Single cylinder,94.0,85.0,Air,Chain
28876,45.0,Single cylinder,94.0,85.0,Air,Chain
28877,45.0,Single cylinder,94.0,85.0,Air,Chain
28878,27.0,Single cylinder,94.0,85.0,Air,Chain
28879,45.0,Single cylinder,94.0,85.0,Air,Chain
28880,27.0,Single cylinder,94.0,85.0,Air,Chain
28881,45.0,Single cylinder,94.0,85.0,Air,Chain
28882,27.0,Single cylinder,94.0,85.0,Air,Chain
28883,27.0,Single cylinder,94.0,85.0,Air,Chain
28884,27.0,Single cylinder,94.0,85.0,Air,Chain
28886,45.0,Single cylinder,95.0,90.4,Air,Chain
28887,45.0,Single cylinder,95.0,90.4,Air,Chain
28888,45.0,Single cylinder,95.0,90.4,Air,Chain
28889,27.0,Single cylinder,95.0,90.4,Air,Chain
28890,27.0,Single cylinder,95.0,90.4,Air,Chain
28891,27.0,Single cylinder,95.0,90.4,Air,Chain
28892,46.0,Single cylinder,95.0,90.4,Air,Chain
28893,46.0,Single cylinder,95.0,90.4,Air,Chain
28894,27.0,Single cylinder,95.0,90.4,Air,Chain
28895,27.0,Single cylinder,95.0,90.4,Air,Chain
28896,27.0,Single cylinder,95.0,90.4,Air,Chain
28897,46.0,Single cylinder,95.0,90.4,Air,Chain
28898,46.0,Single cylinder,95.0,90.4,Air,Chain
28905,44.0,Single cylinder,100.0,82.0,Oil & air,Chain
28907,44.0,Single cylinder,100.0,82.0,Oil & air,Chain
28909,43.0,Single cylinder,100.0,82.0,Air,Chain
28918,50.0,Single cylinder,105.0,90.0,Oil & air,Chain
28919,50.0,Single cylinder,105.0,84.0,Air,Chain
28920,50.0,Single cylinder,105.0,84.0,Air,Chain
28921,27.0,Single cylinder,105.0,84.0,Air,Chain
28922,50.0,Single cylinder,105.0,90.0,Air,Chain
28923,50.0,Single cylinder,105.0,90.0,Air,Chain
28924,50.0,Single cylinder,105.0,90.0,Air,Chain
28925,27.0,Single cylinder,105.0,90.0,Air,Chain
28926,27.0,Single cylinder,105.0,90.0,Air,Chain
28927,27.0,Single cylinder,105.0,90.0,Air,Chain
28940,11.8,Single cylinder,57.0,48.8,Air,Chain
28951,48.0,Single cylinder,90.0,62.6,Liquid,Chain
28987,12.0,Single cylinder,56.9,48.5,Air,Chain
29032,3.9,Single cylinder,39.0,41.8,Air,Chain
29033,3.9,Single cylinder,39.0,41.8,Air,Chain
29034,3.9,Single cylinder,39.0,41.8,Air,Chain
29035,3.9,Single cylinder,39.0,41.8,Air,Chain
29052,10.9,Single cylinder,57.0,48.8,Air,Chain
29053,12.2,Single cylinder,57.3,0.0,Air,Chain
29098,236.0,In-line four,76.0,55.0,Liquid,Chain
29100,20.1,Single cylinder,62.0,48.8,Oil & air,Chain
29105,8.1,Single cylinder,51.0,55.2,Air,Chain
29106,8.1,Single cylinder,51.0,55.2,Air,Chain
29108,22.0,Single cylinder,69.0,66.8,Liquid,Belt
29109,14.8,Single cylinder,56.0,62.9,Air,Chain
29110,14.8,Single cylinder,56.0,62.9,Air,Chain
29111,14.8,Single cylinder,56.0,62.9,Air,Chain
29112,14.8,Single cylinder,56.0,62.9,Air,Chain
29113,26.0,Single cylinder,76.0,54.9,Air,Chain
29114,26.5,Single cylinder,76.0,54.9,Oil & air,Chain
29115,14.8,Single cylinder,56.0,62.9,Air,Chain
29116,14.8,Single cylinder,56.0,62.9,Air,Chain
29117,14.8,Single cylinder,56.0,62.9,Air,Chain
29118,13.6,Single cylinder,56.0,62.9,Air,Chain
29119,26.5,Single cylinder,76.0,54.9,Air,Chain
29120,26.3,Single cylinder,76.0,54.9,Air,Chain
29121,26.5,Single cylinder,76.0,54.9,Air,Chain
29122,14.8,Single cylinder,56.0,62.9,Air,Chain
29123,14.8,Single cylinder,56.0,62.9,Air,Chain
29125,72.0,V2,81.0,62.6,Oil & air,Chain
29126,72.0,V2,81.0,62.6,Oil & air,Chain
29127,72.0,V2,81.0,62.6,Oil & air,Chain
29129,55.0,V2,72.0,49.0,Oil & air,Chain
29130,55.0,V2,72.0,49.0,Oil & air,Chain
29132,55.0,V2,72.0,49.0,Oil & air,Chain
29133,55.0,V2,72.0,49.0,Oil & air,Chain
29134,55.0,V2,72.0,49.0,Oil & air,Chain
29136,72.0,V2,81.0,62.5,Liquid,Chain
29137,72.0,V2,81.0,62.5,Liquid,Chain
29140,11.0,Single cylinder,57.0,48.8,Air,Chain
29149,17.0,Single cylinder,72.0,61.2,Air,Chain
29150,17.0,Single cylinder,72.0,61.2,Air,Chain
29151,17.0,Single cylinder,72.0,61.2,Air,Chain
29152,17.0,Single cylinder,72.0,61.2,Air,Chain
29153,17.0,Single cylinder,72.0,61.2,Air,Chain
29154,27.0,Single cylinder,88.0,65.2,Air,Chain
29155,27.0,Single cylinder,88.0,65.2,Air,Chain
29156,27.0,Single cylinder,88.0,65.2,Air,Chain
29158,17.0,Single cylinder,72.0,61.2,Air,Chain
29159,17.0,Single cylinder,72.0,61.2,Air,Chain
29160,17.0,Single cylinder,72.0,61.2,Air,Chain
29161,17.0,Single cylinder,72.0,61.2,Air,Chain
29162,17.0,Single cylinder,72.0,61.2,Air,Chain
29163,17.0,Single cylinder,72.0,61.2,Air,Chain
29164,10.0,Single cylinder,56.0,50.0,Air,Chain
29165,10.0,Single cylinder,56.0,50.0,Air,Chain
29166,9.6,Single cylinder,56.0,50.0,Air,Chain
29168,50.0,Twin,77.0,70.0,Air,Chain
29169,50.0,Twin,77.0,70.0,Air,Chain
29170,50.0,Twin,77.0,70.0,Air,Chain
29171,50.0,Twin,77.0,70.0,Air,Chain
29172,50.0,Twin,77.0,70.0,Air,Chain
29173,50.0,Twin,77.0,70.0,Air,Chain
29174,50.0,Twin,77.0,70.0,Air,Chain
29175,50.0,Twin,77.0,70.0,Air,Chain
29185,20.1,Single cylinder,72.0,61.5,Air,Chain
29187,18.8,Single cylinder,72.0,61.2,Air,Chain
29188,18.8,Single cylinder,72.0,61.2,Air,Chain
29189,90.0,In-line four,70.0,64.8,Air,Chain
29190,90.0,In-line four,70.0,64.8,Air,Chain
29191,90.0,In-line four,70.0,64.8,Air,Chain
29192,90.0,In-line four,70.0,64.8,Air,Chain
29193,90.0,In-line four,70.0,64.8,Air,Shaft drive
29194,90.0,In-line four,70.0,64.8,Air,Shaft drive
29195,90.0,In-line four,70.0,64.8,Air,Shaft drive
29196,90.0,In-line four,70.0,64.8,Air,Chain
29197,90.0,In-line four,70.0,64.8,Air,Chain
29198,90.0,In-line four,70.0,64.8,Air,Chain
29199,90.0,In-line four,70.0,64.8,Air,Chain
29200,90.0,In-line four,70.0,64.8,Air,Chain
29201,90.0,In-line four,70.0,64.8,Air,Chain
29202,100.0,In-line four,72.0,66.0,Air,Chain
29203,94.0,In-line four,72.0,66.0,Air,Shaft drive
29204,94.0,In-line four,72.0,66.0,Air,Shaft drive
29205,94.0,In-line four,72.0,66.0,Air,Shaft drive
29206,94.0,In-line four,72.0,66.0,Air,Shaft drive
29208,12.0,Single cylinder,57.0,48.8,Air,Chain
29209,12.0,Single cylinder,57.0,48.8,Air,Chain
29213,13.3,Single cylinder,57.0,48.8,Air,Chain
29217,36.0,Twin,65.0,60.0,Air,Chain
29218,27.0,Twin,65.0,60.0,Air,Chain
29219,27.0,Twin,65.0,60.0,Air,Chain
29220,27.0,Twin,65.0,60.0,Air,Chain
29221,27.0,Twin,65.0,60.0,Air,Chain
29222,27.0,Twin,65.0,60.0,Air,Chain
29223,27.0,Twin,65.0,60.0,Air,Chain
29224,27.0,Twin,71.0,56.6,Air,Chain
29225,27.0,Twin,71.0,56.6,Air,Chain
29226,27.0,Twin,71.0,56.6,Air,Chain
29227,42.0,Twin,71.0,56.6,Air,Chain
29228,42.0,Twin,71.0,56.6,Air,Chain
29229,27.0,Twin,71.0,56.6,Air,Chain
29230,27.0,Twin,71.0,56.6,Air,Chain
29231,27.0,Twin,71.0,56.6,Air,Chain
29232,27.0,Twin,71.0,56.6,Air,Chain
29233,27.0,Twin,71.0,56.6,Air,Chain
29234,27.0,Twin,71.0,56.6,Air,Chain
29235,42.0,Twin,71.0,56.6,Air,Chain
29236,42.0,Twin,71.0,56.6,Air,Chain
29237,42.0,Twin,71.0,56.6,Air,Chain
29244,27.0,In-line four,53.0,55.8,Air,Chain
29245,27.0,In-line four,53.0,55.8,Air,Chain
29246,46.0,Twin,74.0,56.6,Air,Chain
29247,46.0,Twin,74.0,56.6,Air,Chain
29248,46.0,Twin,74.0,56.6,Air,Chain
29249,46.0,Twin,74.0,56.6,Air,Chain
29252,45.0,Twin,74.0,56.0,Air,Chain
29255,45.0,Twin,74.0,56.6,Air,Chain
29259,27.0,In-line four,53.0,55.8,Air,Chain
29260,27.0,Twin,74.0,56.6,Air,Chain
29261,27.0,Twin,74.0,56.6,Air,Chain
29262,27.0,Twin,74.0,56.6,Air,Chain
29263,27.0,Twin,74.0,56.6,Air,Chain
29268,49.0,In-line four,56.0,55.8,Air,Chain
29269,49.0,In-line four,56.0,55.8,Air,Chain
29270,49.0,In-line four,56.0,55.8,Air,Chain
29271,50.0,In-line four,56.0,55.8,Air,Chain
29272,50.0,In-line four,56.0,55.8,Air,Chain
29273,48.0,In-line four,56.0,55.8,Air,Chain
29274,48.0,In-line four,56.0,55.8,Air,Chain
29275,48.0,In-line four,56.0,55.8,Air,Chain
29278,50.0,In-line four,56.0,55.8,Air,Chain
29279,50.0,In-line four,56.0,55.8,Air,Chain
29280,50.0,In-line four,56.0,55.8,Air,Chain
29281,73.0,In-line four,62.0,55.8,Air,Shaft drive
29282,73.0,In-line four,62.0,55.8,Air,Shaft drive
29283,73.0,In-line four,62.0,55.8,Air,Shaft drive
29284,80.0,In-line four,67.0,49.6,Air,Chain
29285,63.0,In-line four,65.0,56.4,Air,Chain
29286,63.0,In-line four,65.0,56.4,Air,Chain
29287,63.0,In-line four,65.0,56.4,Air,Chain
29288,63.0,In-line four,65.0,56.4,Air,Chain
29289,63.0,In-line four,65.0,56.4,Air,Chain
29290,63.0,In-line four,65.0,56.4,Air,Chain
29292,78.0,In-line four,69.0,56.4,Air,Shaft drive
29293,78.0,In-line four,69.0,56.4,Air,Shaft drive
29294,78.0,In-line four,69.0,56.4,Air,Shaft drive
29295,80.0,In-line four,69.0,56.4,Air,Shaft drive
29296,80.0,In-line four,69.0,56.4,Air,Shaft drive
29297,80.0,In-line four,69.0,56.4,Air,Shaft drive
29298,80.0,In-line four,69.0,56.4,Air,Shaft drive
29299,80.0,In-line four,69.0,56.4,Air,Shaft drive
29300,79.0,In-line four,69.0,56.4,Air,Shaft drive
29301,79.0,In-line four,69.0,56.4,Air,Shaft drive
29305,13.8,Single cylinder,57.0,58.6,Air,Chain
29328,98.0,In-line four,79.0,59.0,Oil & air,Chain
29329,45.0,In-line four,49.0,33.0,Liquid,Chain
29332,59.0,In-line four,56.0,40.4,Liquid,Chain
29333,78.0,In-line four,62.6,48.7,Oil & air,Chain
29352,60.4,In-line four,54.6,42.5,Liquid,Chain
29353,61.0,In-line four,54.6,42.5,Liquid,Chain
29355,61.0,In-line four,54.6,42.5,Liquid,Chain
29356,61.0,In-line four,54.6,42.5,Liquid,Chain
29357,61.0,In-line four,54.6,42.5,Liquid,Chain
29358,98.0,In-line four,67.0,42.5,Liquid,Chain
29360,90.0,In-line four,67.0,42.5,Liquid,Chain
29363,106.0,In-line four,72.0,46.0,Liquid,Chain
29364,106.0,In-line four,72.0,46.0,Liquid,Chain
29366,24.4,Twin,53.5,55.2,Liquid,Chain
29367,24.0,Twin,53.5,55.2,Liquid,Chain
29368,24.0,Twin,53.5,55.2,Liquid,Chain
29369,24.4,Twin,53.5,55.2,Liquid,Chain
29370,24.4,Twin,53.5,55.2,Liquid,Chain
29371,24.0,Twin,53.5,55.2,Liquid,Chain
29372,24.0,Twin,53.5,55.2,Liquid,Chain
29373,24.0,Twin,53.5,55.2,Liquid,Chain
29374,90.0,In-line four,67.0,42.5,Liquid,Chain
29377,106.0,In-line four,72.0,46.0,Liquid,Chain
29378,106.0,In-line four,72.0,46.0,Liquid,Chain
29381,106.0,In-line four,72.0,46.0,Liquid,Chain
29382,106.0,In-line four,72.0,46.0,Liquid,Chain
29383,106.0,In-line four,72.0,46.0,Liquid,Chain
29384,106.0,In-line four,72.0,46.0,Liquid,Chain
29385,106.0,In-line four,72.0,46.0,Liquid,Chain
29386,106.0,In-line four,72.0,46.0,Liquid,Chain
29387,100.0,In-line four,72.0,66.0,Air,Chain
29388,100.0,In-line four,72.0,66.0,Air,Chain
29389,100.0,In-line four,72.0,66.0,Air,Chain
29390,100.0,In-line four,74.0,66.0,Air,Chain
29391,100.0,In-line four,74.0,66.0,Air,Chain
29392,100.0,In-line four,74.0,66.0,Air,Chain
29393,100.0,In-line four,74.0,66.0,Air,Chain
29394,122.0,In-line four,74.0,66.0,Air,Chain
29395,122.0,In-line four,74.0,66.0,Air,Chain
29396,100.0,In-line four,74.0,66.0,Air,Chain
29397,100.0,In-line four,74.0,66.0,Air,Chain
29398,100.0,In-line four,72.0,66.0,Air,Chain
29399,100.0,In-line four,72.0,66.0,Air,Chain
29400,100.0,In-line four,74.0,66.0,Air,Chain
29401,136.0,In-line four,78.0,59.0,Air,Chain
29402,136.0,In-line four,78.0,59.0,Air,Chain
29403,136.0,In-line four,78.0,59.0,Air,Chain
29404,136.0,In-line four,78.0,59.0,Air,Chain
29405,136.0,In-line four,78.0,59.0,Air,Chain
29408,100.0,In-line four,78.0,59.0,Air,Chain
29409,100.0,In-line four,78.0,59.0,Air,Chain
29410,100.0,In-line four,78.0,59.0,Air,Chain
29411,100.0,In-line four,78.0,59.0,Air,Chain
29412,100.0,In-line four,78.0,59.0,Air,Chain
29414,100.0,In-line four,78.0,59.0,Air,Shaft drive
29415,100.0,In-line four,78.0,59.0,Air,Shaft drive
29418,100.0,In-line four,72.0,66.0,Air,Chain
29419,100.0,In-line four,72.0,66.0,Air,Chain
29420,100.0,In-line four,72.0,66.0,Air,Chain
29421,100.0,In-line four,72.0,66.0,Air,Chain
29422,100.0,In-line four,72.0,66.0,Air,Chain
