,Power (hp),Engine cylinder,Bore (mm),Stroke (mm),Cooling system,Transmission type
25536,18.0,Single cylinder,69.0,66.0,Air,Chain
25537,18.0,Single cylinder,69.0,66.0,Air,Chain
25538,18.0,Single cylinder,69.0,66.0,Air,Chain
25539,18.0,Single cylinder,69.0,66.0,Air,Chain
25551,11.0,Single cylinder,54.0,49.5,Air,Chain
25552,11.0,Single cylinder,52.4,49.5,Air,Chain
25553,15.0,Single cylinder,60.0,55.5,Air,Chain
25554,24.0,Single cylinder,62.0,62.0,Air,Chain
25566,9.5,Single cylinder,54.0,54.0,Air,Chain
25567,9.5,Single cylinder,54.0,54.0,Air,Chain
25568,9.5,Single cylinder,54.0,54.0,Air,Chain
25569,9.5,Single cylinder,54.0,54.0,Air,Chain
25570,9.5,Single cylinder,54.0,54.0,Air,Chain
25571,9.5,Single cylinder,54.0,54.0,Air,Chain
25592,6.3,Single cylinder,40.3,39.0,Liquid,Chain
25602,16.1,Single cylinder,56.0,60.0,Air,Chain
25621,58.0,Twin,72.0,60.0,Air,Chain
25633,3.9,Single cylinder,38.0,39.2,Liquid,Belt
25634,3.9,Single cylinder,40.0,39.7,Air,Belt
25635,3.9,Single cylinder,40.0,39.2,Air,Belt
25636,8.9,Single cylinder,52.4,57.8,Liquid,Belt
25637,8.9,Single cylinder,52.4,57.8,Air,Belt
25638,4.4,Single cylinder,40.0,39.2,Liquid,Belt
25643,4.3,Single cylinder,40.0,39.2,Liquid,Belt
25644,8.9,Single cylinder,52.4,57.8,Air,Belt
25654,9.7,Single cylinder,57.4,57.8,Air,Belt
25664,18.0,Single cylinder,68.0,68.0,Air,Chain
25665,16.5,Single cylinder,68.0,68.0,Air,Chain
25666,23.0,Twin,56.0,50.0,Air,Chain
25667,22.0,Twin,56.0,50.0,Air,Chain
25668,22.0,Twin,56.0,50.0,Air,Chain
25672,16.0,Single cylinder,68.0,68.0,Air,Chain
25673,16.0,Single cylinder,68.0,68.0,Air,Chain
25674,14.0,Single cylinder,68.0,68.0,Air,Chain
25683,27.0,Single cylinder,88.0,106.0,Air,Chain
25684,27.0,Single cylinder,88.0,106.0,Air,Chain
25685,27.0,Single cylinder,88.0,106.0,Air,Chain
25686,27.0,Single cylinder,88.0,106.0,Air,Chain
25687,27.0,Single cylinder,88.0,106.0,Air,Chain
25688,27.0,Single cylinder,88.0,106.0,Air,Chain
25689,27.0,Single cylinder,88.0,106.0,Air,Chain
25690,27.0,Single cylinder,88.0,106.0,Air,Chain
25692,71.1,Two cylinder boxer,83.0,60.0,Liquid,Chain
25693,71.1,Twin,83.0,60.0,Liquid,Chain
25695,71.1,Twin,83.0,60.0,Liquid,Chain
25720,11.1,Single cylinder,52.4,57.8,Air,Belt
25721,11.1,Single cylinder,52.4,57.8,Air,Belt
25722,11.1,Single cylinder,52.4,57.8,Liquid,Belt
25723,11.1,Single cylinder,52.4,57.8,Air,Belt
25724,11.1,Single cylinder,52.4,57.8,Air,Belt
25725,11.3,Single cylinder,52.4,57.8,Air,Belt
25726,11.8,Single cylinder,61.0,57.8,Air,Belt
25727,11.8,Single cylinder,61.0,57.8,Air,Belt
25737,14.0,Single cylinder,57.0,48.9,Liquid,Chain
25739,10.7,Single cylinder,52.4,57.8,Air,Shaft drive
25740,14.2,Single cylinder,57.0,48.9,Liquid,Belt
25741,14.2,Single cylinder,57.0,48.9,Air,Belt
25742,14.2,Single cylinder,57.0,48.9,Air,Belt
25743,14.2,Single cylinder,52.4,57.8,Air,Belt
25746,4.6,Single cylinder,39.8,39.8,Air,Shaft drive
25747,4.6,Single cylinder,39.8,39.8,Air,Shaft drive
25748,4.6,Single cylinder,39.8,39.8,Air,Shaft drive
25751,10.1,Single cylinder,52.4,57.8,Air,Belt
25753,10.1,Single cylinder,52.4,57.8,Air,Belt
25754,10.1,Single cylinder,52.4,57.8,Air,Belt
25759,3.6,Single cylinder,39.0,41.4,Air,Belt
25760,3.5,Single cylinder,39.0,41.4,Air,Belt
25764,3.6,Single cylinder,39.0,41.4,Air,Belt
25768,8.7,Single cylinder,50.6,49.7,Air,Belt
25769,8.7,Single cylinder,50.6,49.7,Air,Belt
25770,8.9,Single cylinder,50.6,49.7,Air,Belt
25810,3.6,Single cylinder,39.0,41.4,Air,Belt
25811,3.6,Single cylinder,39.0,41.4,Air,Belt
25812,3.6,Single cylinder,39.0,41.4,Air,Belt
25814,3.6,Single cylinder,39.0,41.4,Air,Belt
25816,3.5,Single cylinder,39.0,41.4,Air,Belt
25817,3.6,Single cylinder,39.0,41.4,Air,Belt
25838,13.0,Single cylinder,57.0,48.9,Air,Chain
25839,13.0,Single cylinder,57.0,48.9,Liquid,Chain
25842,37.2,Single cylinder,84.0,72.0,Liquid,Belt
25843,35.1,Single cylinder,84.0,72.0,Liquid,Belt
25844,35.1,Single cylinder,84.0,72.0,Liquid,Belt
25845,35.1,Single cylinder,84.0,72.0,Liquid,Belt
25846,35.1,Single cylinder,84.0,72.0,Liquid,Belt
25849,35.1,Single cylinder,84.0,72.0,Liquid,Belt
25850,35.1,Single cylinder,84.0,72.0,Liquid,Belt
25852,35.1,Single cylinder,84.0,72.0,Liquid,Belt
25853,35.1,Single cylinder,84.0,72.0,Liquid,Belt
25854,35.1,Single cylinder,84.0,72.0,Liquid,Belt
25855,14.2,Single cylinder,57.0,48.9,Liquid,Belt
25856,14.2,Single cylinder,57.0,48.9,Liquid,Belt
25857,14.2,Single cylinder,57.0,48.9,Liquid,Belt
25859,6.6,Single cylinder,56.0,60.0,Air,Chain
25860,6.6,Single cylinder,56.0,60.0,Air,Chain
25861,6.6,Single cylinder,56.0,60.0,Air,Chain
25862,6.6,Single cylinder,56.0,60.0,Air,Chain
25863,6.6,Single cylinder,56.0,60.0,Air,Chain
25864,6.6,Single cylinder,56.0,60.0,Air,Chain
25878,15.0,Single cylinder,57.0,48.9,Liquid,Shaft drive
25888,38.9,Single cylinder,92.0,69.0,Liquid,Belt
25911,11.0,Single cylinder,52.4,57.8,Air,Belt
25920,3.0,Single cylinder,39.9,39.8,Air,Belt
25921,3.8,Single cylinder,39.9,39.8,Air,Belt
25922,4.6,Single cylinder,39.9,39.8,Air,Belt
25933,3.5,Single cylinder,39.9,39.8,Air,Belt
25935,8.3,Single cylinder,57.0,48.9,Air,Chain
25948,3.5,Single cylinder,37.0,46.0,Air,Shaft drive
25951,11.3,Single cylinder,52.4,57.8,Air,Belt
25952,10.1,Single cylinder,52.4,57.8,Air,Belt
25955,10.2,Single cylinder,57.4,57.7,Liquid,Shaft drive
25966,4.8,Single cylinder,39.9,39.8,Air,Shaft drive
25973,4.8,Single cylinder,39.9,39.8,Air,Shaft drive
25979,4.8,Single cylinder,39.9,39.8,Air,Shaft drive
25998,2.4,Single cylinder,40.3,39.0,Air,Chain
26002,2.4,Single cylinder,40.3,39.0,Air,Chain
26005,1.8,Single cylinder,40.3,39.0,Air,Chain
26020,7.6,Single cylinder,51.5,48.5,Air,Belt
26023,9.5,Single cylinder,51.5,60.0,Air,Belt
26027,6.3,Single cylinder,40.0,39.2,Air,Belt
26029,9.1,Single cylinder,51.5,60.0,Air,Belt
26036,15.6,Single cylinder,57.5,57.8,Air,Belt
26038,6.7,Single cylinder,40.0,39.2,Air,Belt
26041,9.8,Single cylinder,51.5,60.0,Air,Belt
26043,9.8,Single cylinder,51.5,60.0,Air,Belt
26055,7.8,Single cylinder,52.0,50.0,Air,Belt
26056,5.0,Single cylinder,40.0,39.2,Air,Belt
26057,10.5,Single cylinder,52.0,50.0,Air,Belt
26058,6.7,Single cylinder,40.0,39.2,Air,Belt
26090,9.1,Single cylinder,52.0,50.0,Air,Belt
26091,4.8,Single cylinder,40.0,39.2,Air,Belt
26092,4.8,Single cylinder,40.0,39.2,Air,Belt
26093,9.1,Single cylinder,50.0,42.0,Air,Belt
26100,6.2,Single cylinder,40.0,42.0,Air,Belt
26105,9.7,Single cylinder,50.0,42.0,Air,Belt
26116,6.7,Single cylinder,40.0,39.2,Air,Belt
26119,9.7,Single cylinder,50.0,42.0,Air,Belt
26123,9.1,Single cylinder,52.0,50.0,Air,Belt
26126,9.5,Single cylinder,51.5,60.0,Air,Belt
26131,10.3,Single cylinder,57.0,57.8,Air,Belt
26136,4.8,Single cylinder,40.0,39.2,Air,Belt
26158,21.0,Single cylinder,75.0,63.0,Liquid,Belt
26161,26.0,Single cylinder,75.0,63.0,Liquid,Belt
26163,30.2,Single cylinder,78.0,69.0,Liquid,Belt
26164,30.2,Single cylinder,78.0,69.0,Liquid,Belt
26173,33.0,Single cylinder,76.0,66.0,Liquid,Belt
26177,33.0,Single cylinder,78.0,69.0,Liquid,Belt
26178,30.2,Single cylinder,75.0,69.0,Liquid,Belt
26179,32.8,Single cylinder,78.0,69.0,Liquid,Belt
26190,10.5,Single cylinder,57.0,48.6,Air,Belt
26191,10.5,Single cylinder,57.0,48.6,Air,Belt
26203,11.4,Single cylinder,39.0,41.8,Air,Belt
26207,11.4,Single cylinder,39.0,41.8,Air,Belt
26208,11.4,Single cylinder,39.0,41.8,Air,Belt
26209,4.6,Single cylinder,39.0,41.8,Air,Belt
26218,10.9,Single cylinder,52.0,458.6,Air,Belt
26224,4.2,Single cylinder,40.0,39.3,Air,Belt
26225,4.6,Single cylinder,40.0,39.3,Air,Belt
26231,10.0,Single cylinder,40.0,39.3,Air,Belt
26232,10.0,Single cylinder,57.0,48.6,Air,Belt
26236,16.2,Single cylinder,58.0,58.7,Liquid,Belt
26237,12.1,Single cylinder,52.0,58.7,Liquid,Belt
26238,12.1,Single cylinder,52.0,58.7,Liquid,Belt
26239,12.1,Single cylinder,52.0,58.7,Liquid,Belt
26240,14.8,Single cylinder,52.0,58.7,Liquid,Belt
26241,14.8,Single cylinder,52.0,58.7,Liquid,Belt
26242,14.8,Single cylinder,58.0,58.7,Liquid,Belt
26243,14.8,Single cylinder,58.0,58.7,Liquid,Belt
26244,16.2,Single cylinder,58.0,58.7,Liquid,Belt
26245,14.8,Single cylinder,52.0,58.7,Liquid,Belt
26247,11.0,Single cylinder,56.9,48.5,Liquid,Belt
26251,22.5,Single cylinder,72.0,60.0,Liquid,Belt
26252,25.9,Single cylinder,75.0,63.0,Liquid,Belt
26265,40.0,Single cylinder,94.0,71.0,Liquid,Belt
26266,40.0,Single cylinder,94.0,71.0,Liquid,Belt
26267,40.0,Single cylinder,94.0,71.0,Liquid,Belt
26270,40.1,Single cylinder,94.0,71.0,Liquid,Belt
26271,40.1,Single cylinder,94.0,71.0,Liquid,Belt
26273,40.0,Single cylinder,94.0,71.0,Liquid,Belt
26274,40.0,Single cylinder,94.0,71.0,Liquid,Belt
26277,25.0,Single cylinder,75.0,63.0,Liquid,Belt
26279,30.2,Single cylinder,75.0,63.0,Liquid,Belt
26281,23.1,Single cylinder,75.0,63.0,Liquid,Belt
26282,34.0,Single cylinder,85.5,69.0,Liquid,Belt
26283,40.1,Single cylinder,94.0,71.0,Liquid,Belt
26284,40.0,Single cylinder,94.0,71.0,Liquid,Belt
26285,38.8,Single cylinder,94.0,71.0,Liquid,Belt
26286,40.0,Single cylinder,94.0,71.0,Liquid,Belt
26287,30.2,Single cylinder,75.0,63.0,Liquid,Belt
26291,22.8,Single cylinder,75.0,63.0,Liquid,Belt
26292,4.0,Single cylinder,40.0,39.3,Liquid,Belt
26311,9.3,Single cylinder,57.0,48.6,Air,Belt
26318,4.6,Single cylinder,39.0,41.3,Air,Belt
26319,4.6,Single cylinder,39.0,41.3,Air,Belt
26320,3.0,Single cylinder,39.0,41.3,Air,Belt
26326,15.0,Single cylinder,57.0,48.6,Liquid,Belt
26327,15.0,Single cylinder,57.0,48.6,Liquid,Belt
26328,10.3,Single cylinder,57.0,48.6,Air,Belt
26335,39.0,Single cylinder,57.0,48.6,Liquid,Belt
26336,39.0,Single cylinder,57.0,48.6,Liquid,Belt
26338,29.5,Single cylinder,72.0,60.0,Liquid,Belt
26339,29.5,Single cylinder,72.0,60.0,Liquid,Belt
26341,39.0,Single cylinder,92.0,69.0,Liquid,Belt
26342,39.0,Single cylinder,92.0,69.0,Liquid,Belt
26347,15.0,Single cylinder,57.0,48.6,Liquid,Belt
26360,4.5,Single cylinder,40.0,39.9,Air,Belt
26361,2.8,Single cylinder,39.0,41.4,Air,Belt
26381,32.0,Single cylinder,77.0,53.6,Liquid,Chain
26386,13.5,Single cylinder,60.0,55.0,Air,Chain
26389,5.4,Single cylinder,69.0,66.2,Air,Chain
26394,13.9,Single cylinder,54.0,54.5,Oil & air,Chain
26404,18.0,Single cylinder,65.5,66.2,Air,Chain
26505,6.2,Single cylinder,36.0,39.0,Liquid,Chain
26506,6.2,Single cylinder,36.0,39.0,Liquid,Chain
26507,4.2,Single cylinder,36.0,39.0,Air,Chain
26509,4.2,Single cylinder,36.0,39.0,Air,Chain
26514,4.2,Single cylinder,36.0,39.0,Air,Chain
26519,4.2,Single cylinder,36.0,39.2,Air,Chain
26522,6.2,Single cylinder,36.0,39.0,Air,Chain
26538,6.2,Single cylinder,36.0,39.0,Air,Chain
26568,10.7,Single cylinder,57.0,48.8,Air,Chain
26569,10.7,Single cylinder,57.0,48.8,Air,Chain
26579,13.5,Single cylinder,41.0,40.0,Liquid,Chain
26580,13.5,Single cylinder,39.5,40.0,Liquid,Chain
26581,10.0,Single cylinder,39.0,40.0,Liquid,Chain
26582,12.1,Single cylinder,40.0,40.0,Liquid,Chain
26604,16.0,Single cylinder,55.0,52.0,Air,Chain
26605,16.0,Single cylinder,55.0,52.0,Air,Chain
26606,14.0,Single cylinder,55.0,52.0,Air,Chain
26607,14.0,Single cylinder,55.0,52.0,Air,Chain
26608,16.0,Single cylinder,55.0,52.0,Air,Chain
26609,16.0,Single cylinder,55.0,52.0,Air,Chain
26610,21.0,Single cylinder,62.0,56.0,Air,Chain
26611,21.0,Single cylinder,62.0,56.0,Air,Chain
26612,16.0,Single cylinder,62.0,56.0,Air,Chain
26613,16.0,Single cylinder,62.0,56.0,Air,Chain
26614,14.2,Single cylinder,45.0,156.0,Air,Chain
26632,27.0,Single cylinder,79.5,70.0,Air,Chain
26633,27.0,Single cylinder,79.5,70.0,Air,Chain
26634,27.0,Single cylinder,79.5,70.0,Air,Chain
26635,27.0,Single cylinder,79.5,70.0,Air,Chain
26636,27.0,Single cylinder,79.5,70.0,Air,Chain
26637,27.0,Single cylinder,79.5,70.0,Air,Chain
26638,27.0,Single cylinder,79.5,70.0,Air,Chain
26639,27.0,Single cylinder,79.5,70.0,Air,Chain
26640,27.0,Single cylinder,94.0,81.0,Air,Chain
26641,27.0,Single cylinder,94.0,81.0,Air,Chain
26642,27.0,Single cylinder,94.0,81.0,Air,Chain
26643,27.0,Single cylinder,94.0,81.0,Air,Chain
26644,27.0,Single cylinder,94.0,81.0,Air,Chain
26645,27.0,Single cylinder,94.0,81.0,Air,Chain
26646,27.0,Single cylinder,94.0,81.0,Air,Chain
26647,27.0,Single cylinder,94.0,81.0,Air,Chain
26650,9.8,Single cylinder,54.0,54.0,Liquid,Chain
26651,9.8,Single cylinder,54.0,54.0,Liquid,Chain
26652,9.8,Single cylinder,54.0,54.0,Liquid,Chain
26653,9.8,Single cylinder,54.0,54.0,Liquid,Chain
26654,17.0,Single cylinder,72.0,61.0,Liquid,Chain
26655,17.0,Single cylinder,72.0,61.0,Liquid,Chain
26656,17.0,Single cylinder,72.0,61.0,Liquid,Chain
26657,17.0,Single cylinder,72.0,61.0,Liquid,Chain
26658,27.0,Single cylinder,82.0,66.0,Liquid,Chain
26659,27.0,Single cylinder,82.0,66.0,Liquid,Chain
26660,27.0,Single cylinder,82.0,66.0,Liquid,Chain
26661,27.0,Single cylinder,82.0,66.0,Liquid,Chain
26662,27.0,Single cylinder,79.5,70.0,Air,Chain
26663,27.0,Single cylinder,90.0,79.0,Air,Chain
26664,27.0,Single cylinder,90.0,79.0,Air,Chain
26665,27.0,Single cylinder,90.0,79.0,Air,Chain
26666,27.0,Single cylinder,90.0,79.0,Air,Chain
26667,27.0,Single cylinder,94.0,81.0,Air,Chain
26668,27.0,Single cylinder,94.0,81.0,Air,Chain
26669,27.0,Single cylinder,94.0,81.0,Air,Chain
26670,27.0,Single cylinder,94.0,81.0,Air,Chain
26672,12.5,Single cylinder,55.0,52.0,Air,Chain
26673,12.5,Single cylinder,55.0,52.0,Air,Chain
26676,19.0,Single cylinder,55.0,52.0,Air,Chain
26728,11.1,Single cylinder,57.0,48.8,Air,Chain
26732,8.3,Single cylinder,53.7,55.0,Air,Chain
26733,17.4,Twin,55.0,53.0,Oil & air,Chain
26734,17.4,Twin,55.0,53.0,Oil & air,Chain
26735,28.2,Twin,70.5,45.2,Liquid,Chain
26736,25.5,Single cylinder,86.0,90.0,Liquid,Chain
26737,25.5,Single cylinder,86.0,90.0,Liquid,Chain
26738,48.3,Twin,69.0,66.8,Liquid,Chain
26739,80.5,In-line four,65.0,45.2,Liquid,Chain
26740,80.5,In-line four,65.0,45.2,Liquid,Chain
26742,17.4,Twin,55.0,53.0,Oil & air,Chain
26743,25.5,Single cylinder,86.0,90.0,Liquid,Chain
26744,28.2,Twin,70.5,45.2,Liquid,Chain
26745,27.0,Twin,72.0,61.2,Liquid,Chain
26746,80.5,In-line four,65.0,45.2,Liquid,Chain
26747,48.3,Twin,69.0,66.8,Liquid,Chain
26748,25.5,Single cylinder,86.0,90.0,Air,Chain
26750,9.4,Single cylinder,58.0,57.8,Air,Belt
26751,17.7,Single cylinder,72.0,60.0,Liquid,Belt
26752,17.7,V2,49.0,66.0,Air,Chain
26753,17.7,V2,49.0,66.0,Air,Chain
26754,3.5,Single cylinder,39.0,41.5,Air,Belt
26756,18.0,Single cylinder,72.0,60.0,Liquid,Belt
26757,18.0,Single cylinder,72.0,60.0,Liquid,Belt
26758,18.0,Single cylinder,72.0,60.0,Liquid,Belt
26759,24.0,Single cylinder,70.0,65.0,Liquid,Chain
26760,24.0,Single cylinder,70.0,65.0,Liquid,Chain
26761,24.0,Single cylinder,70.0,65.0,Liquid,Chain
26762,4.3,Single cylinder,38.0,43.5,Liquid,Belt
26766,18.0,Single cylinder,72.0,60.0,Liquid,Belt
26767,18.0,Single cylinder,72.0,60.0,Liquid,Belt
26768,18.0,Single cylinder,72.0,60.0,Liquid,Belt
26770,18.0,Twin,53.0,53.0,Air,Belt
26771,24.0,Single cylinder,70.0,65.0,Liquid,Chain
26772,24.0,Single cylinder,70.0,65.0,Liquid,Chain
26773,24.0,Single cylinder,70.0,65.0,Liquid,Chain
26774,24.0,Single cylinder,70.0,65.0,Liquid,Chain
26776,9.4,Single cylinder,58.0,57.8,Liquid,Belt
26777,9.4,Single cylinder,58.0,57.8,Liquid,Belt
26781,22.8,Single cylinder,84.5,84.0,Liquid,Shaft drive
26782,22.8,Single cylinder,84.5,84.0,Liquid,Shaft drive
26783,33.5,Single cylinder,102.0,84.0,Liquid,Shaft drive
26784,33.5,Single cylinder,102.0,84.0,Liquid,Shaft drive
26785,18.0,Single cylinder,72.0,60.0,Liquid,Belt
26786,18.0,Single cylinder,72.0,60.0,Liquid,Belt
26789,26.8,Single cylinder,86.0,66.0,Liquid,Belt
26790,26.8,Single cylinder,86.0,66.0,Liquid,Belt
26791,3.7,Single cylinder,40.0,39.2,Air,Belt
26792,2.7,Single cylinder,40.0,39.2,Air,Belt
26793,2.7,Single cylinder,40.0,39.2,Air,Belt
26794,17.7,V2,49.0,66.0,Air,Chain
26795,17.7,V2,49.0,66.0,Air,Chain
26796,17.7,Single cylinder,72.0,60.0,Liquid,Belt
26797,3.8,Single cylinder,40.0,39.2,Air,Belt
26801,15.4,Single cylinder,66.0,58.2,Air,Chain
26802,15.4,Single cylinder,66.0,58.2,Air,Chain
26803,15.4,Single cylinder,66.0,58.2,Air,Chain
26805,15.4,Single cylinder,66.0,58.2,Air,Chain
26806,15.4,Single cylinder,66.0,58.2,Air,Chain
26807,15.4,Single cylinder,66.0,58.2,Air,Chain
26812,28.4,Single cylinder,82.0,65.5,Liquid,Belt
26813,28.4,Single cylinder,82.0,65.5,Liquid,Belt
26818,32.5,Single cylinder,84.0,72.0,Liquid,Belt
26820,28.4,Single cylinder,82.0,65.6,Liquid,Belt
26821,28.4,Single cylinder,82.0,65.6,Liquid,Belt
26823,29.6,Single cylinder,82.0,65.5,Liquid,Belt
26824,30.0,Single cylinder,82.0,65.5,Liquid,Belt
26825,30.0,Single cylinder,82.0,65.5,Liquid,Belt
26826,30.0,Single cylinder,82.0,65.5,Liquid,Belt
26827,30.0,Single cylinder,82.0,65.5,Liquid,Belt
26833,31.9,Single cylinder,84.0,72.0,Liquid,Belt
26834,31.9,Single cylinder,84.0,72.0,Liquid,Belt
26835,28.4,Single cylinder,82.0,65.6,Liquid,Belt
26837,27.0,Single cylinder,82.0,65.5,Liquid,Belt
26863,11.9,Single cylinder,57.0,49.5,Air,Chain
26869,14.8,Single cylinder,65.5,66.6,Air,Chain
26873,9.0,Single cylinder,57.4,57.8,Air,Belt
26874,9.7,Single cylinder,56.5,49.5,Air,Chain
26879,12.1,Single cylinder,62.0,49.9,Air,Chain
26903,88.5,V2,101.0,108.0,Oil & air,Belt
26904,103.0,V2,112.0,90.5,Liquid,Shaft drive
26905,106.0,In-line three,101.6,101.6,Liquid,Shaft drive
26906,39.0,V2,83.0,74.4,Liquid,Shaft drive
26984,4.5,Single cylinder,52.0,47.0,Air,Chain
26987,14.5,Single cylinder,54.0,54.0,Air,Chain
26989,8.0,Single cylinder,39.0,40.3,Liquid,Chain
26992,9.5,Single cylinder,39.0,40.3,Liquid,Chain
27007,15.0,Single cylinder,52.0,58.6,Liquid,Chain
27013,15.0,Single cylinder,52.0,58.6,Liquid,Chain
27014,15.0,Single cylinder,52.0,58.6,Liquid,Chain
27015,15.0,Single cylinder,52.0,58.6,Liquid,Chain
27016,15.0,Single cylinder,52.0,58.6,Liquid,Chain
27017,15.0,Single cylinder,52.0,58.6,Liquid,Chain
27018,15.0,Single cylinder,52.0,58.6,Liquid,Chain
27093,14.5,Single cylinder,54.0,54.0,Air,Chain
27120,9.5,Single cylinder,56.0,50.6,Liquid,Chain
27121,9.0,Single cylinder,39.0,40.3,Liquid,Chain
27122,9.5,Single cylinder,39.0,40.3,Liquid,Chain
27137,9.0,Single cylinder,39.0,40.3,Liquid,Chain
27140,14.5,Single cylinder,54.0,54.0,Air,Chain
27176,8.5,Single cylinder,39.0,40.3,Liquid,Chain
27183,8.5,Single cylinder,39.0,40.3,Liquid,Chain
27215,14.5,Single cylinder,54.0,54.0,Air,Chain
27274,180.0,V2,105.0,72.0,Liquid,Chain
27276,180.0,V2,105.0,72.0,Liquid,Chain
27356,21.5,Single cylinder,75.0,63.0,Liquid,Belt
27362,22.3,Single cylinder,75.0,63.0,Liquid,Belt
27373,45.0,Single cylinder,85.0,88.0,Air,Chain
27374,45.0,Single cylinder,85.0,88.0,Air,Chain
27375,45.0,Single cylinder,85.0,88.0,Air,Chain
27376,45.0,Single cylinder,85.0,88.0,Air,Chain
27377,45.0,Single cylinder,85.0,88.0,Air,Chain
27378,45.0,Single cylinder,85.0,88.0,Air,Chain
27379,45.0,Single cylinder,85.0,88.0,Air,Chain
27380,45.0,Single cylinder,85.0,88.0,Air,Chain
27381,45.0,Single cylinder,85.0,88.0,Air,Chain
27382,45.0,Single cylinder,85.0,88.0,Air,Chain
27383,45.0,Single cylinder,85.0,88.0,Air,Chain
27412,2.6,Single cylinder,39.0,41.1,Air,Belt
27458,14.0,V2,41.0,47.0,Air,Chain
27478,15.0,Single cylinder,56.0,50.7,Liquid,Chain
27496,25.0,Single cylinder,82.5,79.0,Air,Chain
27497,25.0,Single cylinder,82.5,79.0,Air,Chain
27498,24.0,Single cylinder,82.5,79.0,Air,Chain
27499,24.0,Single cylinder,82.5,79.0,Air,Chain
27500,27.0,Twin,69.0,52.4,Air,Chain
27501,27.0,Twin,69.0,52.4,Air,Chain
27502,27.0,Twin,69.0,52.4,Air,Chain
27503,27.0,Twin,69.0,52.4,Air,Chain
27504,27.0,Single cylinder,89.5,79.0,Air,Chain
27505,27.0,Single cylinder,89.5,79.0,Air,Chain
27506,27.0,Single cylinder,89.5,79.0,Air,Chain
27507,27.0,Single cylinder,89.5,79.0,Air,Chain
27508,27.0,Single cylinder,89.5,79.0,Air,Chain
27509,27.0,Single cylinder,89.5,79.0,Air,Chain
27510,27.0,Single cylinder,89.5,79.0,Air,Chain
27511,27.0,Single cylinder,89.5,79.0,Air,Chain
27596,9.4,Single cylinder,52.4,57.8,Liquid,Belt
27597,18.4,Single cylinder,63.0,58.0,Liquid,Belt
27599,9.4,Single cylinder,52.4,57.8,Air,Belt
27600,9.4,Single cylinder,52.4,57.8,Air,Belt
27601,18.4,Single cylinder,63.0,58.0,Liquid,Belt
27602,18.4,Single cylinder,63.0,58.0,Liquid,Belt
27603,9.4,Single cylinder,52.4,57.8,Air,Belt
27686,14.1,Single cylinder,67.0,65.0,Air,Chain
27696,12.6,Single cylinder,62.0,53.8,Air,Chain
27704,16.1,Single cylinder,62.5,66.2,Air,Chain
27706,16.8,Single cylinder,65.5,68.2,Liquid,Chain
27707,16.8,Single cylinder,65.5,68.2,Liquid,Chain
27709,24.8,Single cylinder,74.0,65.0,Liquid,Chain
27710,38.2,Twin,74.0,65.0,Liquid,Chain
27728,13.7,Single cylinder,63.5,62.2,Air,Chain
28049,8.0,Single cylinder,54.0,54.0,Air,Chain
28055,13.8,Single cylinder,63.0,62.0,Air,Chain
28056,10.7,Single cylinder,56.5,49.5,Air,Chain
28058,16.1,Single cylinder,69.0,69.0,Oil & air,Chain
28059,24.1,Single cylinder,69.0,69.0,Oil & air,Chain
28060,16.1,Single cylinder,69.0,62.2,Oil & air,Chain
28064,9.9,Single cylinder,56.5,49.5,Air,Chain
28070,15.4,Single cylinder,67.0,65.0,Air,Chain
28071,3.1,Single cylinder,39.0,39.0,Air,Chain
28072,15.4,Single cylinder,63.5,72.2,Air,Chain
28073,6.7,Single cylinder,52.4,52.4,Air,Chain
28074,2.6,Single cylinder,39.0,39.0,Air,Chain
28078,15.4,Single cylinder,67.0,65.0,Liquid,Chain
28079,11.4,Single cylinder,52.4,55.5,Air,Chain
28115,17.5,Single cylinder,68.0,68.0,Air,Shaft drive
28116,17.5,Single cylinder,68.0,68.0,Air,Shaft drive
28117,17.5,Single cylinder,68.0,68.0,Air,Shaft drive
28118,12.0,Single cylinder,68.0,68.0,Air,Shaft drive
28119,12.0,Single cylinder,68.0,68.0,Air,Shaft drive
28120,12.0,Single cylinder,68.0,68.0,Air,Shaft drive
28121,12.0,Single cylinder,68.0,68.0,Air,Shaft drive
28122,12.0,Single cylinder,68.0,68.0,Air,Shaft drive
28123,12.0,Single cylinder,68.0,68.0,Air,Shaft drive
28128,4.0,Single cylinder,38.0,44.0,Air,Chain
28146,12.7,Single cylinder,58.0,47.0,Air,Chain
28187,7.0,Single cylinder,52.4,49.5,Air,Chain
28188,8.7,Single cylinder,52.4,57.8,Air,Belt
28189,6.2,Single cylinder,52.4,49.5,Air,Chain
28190,12.7,Single cylinder,61.0,49.5,Air,Chain
28191,8.1,Single cylinder,52.4,55.5,Air,Chain
28192,12.7,Single cylinder,61.0,49.5,Air,Chain
28193,11.0,Single cylinder,56.5,49.5,Air,Chain
28194,11.5,Single cylinder,62.0,49.5,Air,Chain
28195,11.0,Single cylinder,56.5,49.5,Air,Chain
28196,11.8,Single cylinder,62.0,58.0,Air,Chain
28197,9.4,Single cylinder,56.5,49.5,Air,Chain
28203,3.4,Single cylinder,39.0,41.4,Air,Chain
28206,2.5,Single cylinder,39.0,41.4,Air,Chain
28207,2.4,Single cylinder,39.0,41.4,Air,Chain
28209,2.5,Single cylinder,39.0,41.4,Air,Chain
28217,6.7,Single cylinder,52.4,57.0,Air,Chain
